,hotel_star,hotel_address,reviews_count,quality
369,4,98avenueditalie13tharr75013parisfrance,"1,807 reviews",Good 
370,4,3ruecaulaincourt18tharr75018parisfrance,"1,292 reviews",Good 
371,4,6ruelecluse17tharr75017parisfrance,"1,634 reviews",Excellent 
372,4,92ruelaboetie8tharr75008parisfrance,747 reviews,Very Good 
373,4,5ruelecluse17tharr75017parisfrance,862 reviews,Very Good 
374,4,66boulevardbarbs18tharr75018parisfrance,"1,903 reviews",Good 
375,4,2ruedartois8tharr75008parisfrance,738 reviews,Very Good 
376,4,123ruedufaubourgsainthonor8tharr75008parisfrance,428 reviews,Excellent 
377,4,79ruesaintvincent18tharr75018parisfrance,"2,465 reviews",Excellent 
378,4,4ruedartois8tharr75008parisfrance,410 reviews,Excellent 
379,4,1214ruejosephdemaistre18tharr75018parisfrance,"1,016 reviews",Excellent 
381,4,196ruedevaugirard15tharr75015parisfrance,"1,776 reviews",Excellent 
382,4,85ruedurocher8tharr75008parisfrance,568 reviews,Good 
383,4,10ruesaintphilippeduroule8tharr75008parisfrance,694 reviews,Wonderful 
384,4,8ruechambiges8tharr75008parisfrance,415 reviews,Very Good 
385,4,2ruecopreaux15tharr75015parisfrance,31 reviews,Exceptional 
386,4,11ruepaulbaudry8tharr75008parisfrance,370 reviews,Excellent 
387,4,7rueclmentmarot8tharr75008parisfrance,474 reviews,Excellent 
388,4,8ruefrdricbastiat8tharr75008parisfrance,82 reviews,Wonderful 
389,4,33ruemarbeuf8tharr75008parisfrance,284 reviews,Very Good 
