,hotel_star,hotel_address,reviews_count,quality
127,4,482carrerdecrsegagrcia08025barcelonaspain,"4,589 reviews",Excellent 
128,4,avenidadiagonal570sarristgervasi08021barcelonaspain,"1,735 reviews",Very Good 
129,4,sanchodevila3234santmart08018barcelonaspain,"2,594 reviews",Very Good 
130,4,avenidadiagonal578sarristgervasi08021barcelonaspain,"1,120 reviews",Very Good 
131,4,avenidabogatell6468santmart08005barcelonaspain,"2,181 reviews",Very Good 
133,4,llan24eixample08015barcelonaspain,977 reviews,Excellent 
134,4,marina306eixample08025barcelonaspain,"1,110 reviews",Excellent 
135,4,marianocubi6264sarristgervasi08006barcelonaspain,"2,358 reviews",Very Good 
136,4,avenidadiagonal596sarristgervasi08021barcelonaspain,"2,178 reviews",Excellent 
137,4,santal8sarristgervasi08021barcelonaspain,"1,169 reviews",Very Good 
139,4,avenidaroma2230eixample08015barcelonaspain,892 reviews,Very Good 
140,4,pallars128130santmart08018barcelonaspain,"5,885 reviews",Very Good 
141,4,avenidaroma23eixample08029barcelonaspain,538 reviews,Good 
142,4,plazaespaa68santsmontjuc08014barcelonaspain,"3,277 reviews",Very Good 
143,4,viaaugusta8991sarristgervasi08006barcelonaspain,624 reviews,Excellent 
144,4,callevila135139santmart08018barcelonaspain,"1,311 reviews",Very Good 
145,4,conselldecent5153santsmontjuc08014barcelonaspain,"1,590 reviews",Very Good 
146,4,loreto28lescorts08029barcelonaspain,929 reviews,Excellent 
147,4,loreto2125lescorts08029barcelonaspain,"1,601 reviews",Very Good 
148,4,154carrerdebadajozsantmart08018barcelonaspain,"4,037 reviews",Good 
149,4,mallorca123santsmontjuc08014barcelonaspain,"4,211 reviews",Good 
150,4,granvadelescortscatalanes322santsmontjuc08004barcelonaspain,"7,182 reviews",Excellent 
151,4,nicaragua47santsmontjuc08029barcelonaspain,"3,548 reviews",Very Good 
152,4,guillemtell49sarristgervasi08006barcelonaspain,"1,885 reviews",Very Good 
154,4,vaaugusta127sarristgervasi08006barcelonaspain,"1,436 reviews",Very Good 
155,4,muntaner352sarristgervasi08021barcelonaspain,498 reviews,Very Good 
156,4,numancia32santsmontjuc08029barcelonaspain,"2,077 reviews",Very Good 
157,4,avingudaicaria195santmart08005barcelonaspain,"3,692 reviews",Good 
158,4,avenidadiagonal201santmart08018barcelonaspain,"5,446 reviews",Very Good 
159,4,lepanto406hortaguinard08025barcelonaspain,"2,718 reviews",Very Good 
160,4,santfructus37santsmontjuc08004barcelonaspain,172 reviews,Very Good 
161,4,numancia74lescorts08029barcelonaspain,"2,665 reviews",Very Good 
162,4,plazapaisoscatalanssnsantsmontjuc08014barcelonaspain,"5,961 reviews",Excellent 
163,4,doctortrueta164santmart08005barcelonaspain,"1,533 reviews",Very Good 
164,4,carrerdelaindustria207santmart08041barcelonaspain,157 reviews,Very Good 
165,4,industria213santmart08041barcelonaspain,330 reviews,Good 
166,4,passeigdesantantoni3640santsmontjuc08014barcelonaspain,891 reviews,Very Good 
167,4,duimata6699lescorts08029barcelonaspain,"2,905 reviews",Excellent 
168,4,avenidadiagonal555lescorts08029barcelonaspain,382 reviews,Excellent 
169,4,160carrerdellullsantmart08005barcelonaspain,"2,693 reviews",Excellent 
170,4,50carrerdeganduxersarristgervasi08021barcelonaspain,523 reviews,Excellent 
171,4,ramonturr196198santmart08005barcelonaspain,"5,631 reviews",Very Good 
172,4,avenidameridiana151santmart08026barcelonaspain,"5,708 reviews",Very Good 
173,4,ballester7781grcia08023barcelonaspain,"1,501 reviews",Very Good 
174,4,putget68sarristgervasi08023barcelonaspain,"2,756 reviews",Good 
175,4,avenidadiagonal589591lescorts08014barcelonaspain,859 reviews,Good 
176,4,muntaner505sarristgervasi08022barcelonaspain,"1,228 reviews",Very Good 
177,4,diagonalpereiv272santmart08005barcelonaspain,871 reviews,Very Good 
178,4,joangell207211lescorts08028barcelonaspain,"2,693 reviews",Very Good 
179,4,lopedevega4santmart08005barcelonaspain,"2,360 reviews",Good 
180,4,travesseradelescorts150152lescorts08028barcelonaspain,"2,024 reviews",Very Good 
181,4,capitanarenas20lescorts08034barcelonaspain,"1,281 reviews",Very Good 
182,4,espronceda6santmart08005barcelonaspain,"2,009 reviews",Very Good 
183,4,sabinodearana2224lescorts08028barcelonaspain,"1,440 reviews",Very Good 
185,4,vilana7sarristgervasi08017barcelonaspain,897 reviews,Very Good 
186,4,manuelgirona721sarristgervasi08034barcelonaspain,963 reviews,Excellent 
187,4,provenals10santmart08019barcelonaspain,"1,540 reviews",Very Good 
188,4,torns3santsmontjuc08028barcelonaspain,"1,017 reviews",Very Good 
189,4,beltranirzpide79lescorts08034barcelonaspain,356 reviews,Very Good 
190,4,paseogarcaifaria6971santmart08019barcelonaspain,"1,764 reviews",Good 
191,4,carrerdelamarededudelsdesemparats2808904barcelonaspain,21 reviews,Very Good 
192,4,llull340santmart08019barcelonaspain,"4,104 reviews",Very Good 
193,4,40carrerdelsaltsfornssantsmontjuc08038barcelonaspain,"3,632 reviews",Excellent 
194,4,angli60sarristgervasi08017barcelonaspain,"1,064 reviews",Good 
195,4,cristbaldemoura138santmart08019barcelonaspain,"1,175 reviews",Good 
196,4,joseppla69santmart08019barcelonaspain,"4,240 reviews",Very Good 
197,4,passeigdeltaulat262264santmart08019barcelonaspain,"1,267 reviews",Good 
198,4,cardenalreig11lescorts08028barcelonaspain,"2,523 reviews",Good 
199,4,avenidadiagonal1santmart08019barcelonaspain,"8,237 reviews",Very Good 
200,4,paseotaulat278santmart08019barcelonaspain,"1,132 reviews",Good 
201,4,avenidapearson13lescorts08034barcelonaspain,408 reviews,Exceptional 
202,4,plaadellevantsnsantmart08019barcelonaspain,"4,942 reviews",Good 
203,4,berruguete126hortaguinard08035barcelonaspain,"3,020 reviews",Very Good 
205,4,saopaolo3337santandreu08030barcelonaspain,"1,424 reviews",Very Good 
206,4,calleksnentradaprincipalmercabarnasantsmontjuc08040barcelonaspain,"2,197 reviews",Very Good 
207,5,carrerdecasp113eixample08010barcelonaspain,513 reviews,Wonderful 
